city,total_orders,total_revenue
NAVI mumbai,1,458.0
BHILAI charoda   Dist-durg,1,458.0
CHENKALPATTU,1,458.0
COIMBATORE 25,1,458.0
Akot,2,458.0
rohtak,1,458.0
KUMARAKOM,1,458.0
Duliajan,1,458.0
Susner,1,457.14
Amalsad,1,457.0
Badlapur (East),1,457.0
"Vasant vihar, Thane",1,457.0
bhadohi,1,457.0
South Kalamassery,1,457.0
kudal- sindhudurg,1,457.0
GREATER NOIDA(west) Sector 1,1,455.0
BENGALURU 560032,1,455.0
"Anushaktinagar, Mumbai",1,455.0
Kasegaon tal walwa dist sangli,1,454.29
MADANPUR RAMPUR,1,454.29
CHANDERI,1,453.33
Gotegaon (dist-Narsinghpur),1,453.0
NATRAMPALLI,1,453.0
Vallapuzha,1,453.0
PANAGUDI,1,453.0
gambhoi/Himmatnagar,1,453.0
NORTH CHALAKUDY,1,452.38
CHERUKAVU,1,452.0
"kompally , Hyd",1,452.0
"MULUND WEST, MUMBAI",1,452.0
NABABPUR,1,452.0
TEHATTA,1,450.0
Mavelikara,1,449.0
"Mananthavady,",1,449.0
Gudiyatham Vellore,1,449.0
"Borivali,Mumbai",1,449.0
Fhatehpur,1,449.0
Thirupparankundran,1,449.0
DEVIKULAM,1,449.0
VALLABHIPUR,1,449.0
PUNE yerwada,1,449.0
Dist. - N 24 Parganas,1,449.0
Ganeshgiri (p o) SHORANUR,1,449.0
ALLIPUR,1,449.0
MANGALURU 575005,1,449.0
New Chennai,1,449.0
Vijayapur.,1,449.0
CHOPPADANDI,1,449.0
Police station - BIKRAM     Tehsil- Danapur,1,449.0
KANCHIKACHERLA,1,449.0
rishikesh,1,449.0
BADLAPUR Road,1,449.0
MANJHANPUR,1,449.0
"KHODIYAR, AHMEDABAD",1,449.0
KIM,1,449.0
SUPELA BHILAI,1,448.57
Thrissur District,1,448.57
P. S.  DUTTAPUKUR,1,448.0
SIMGA,1,446.0
anjangaon Surji,1,446.0
Kanchikacharla,1,445.71
PATHSALA,1,443.0
"N L Road, Dimapur",1,443.0
"MEHADIPATNAM ,Hyderabad",1,443.0
Barh,1,443.0
KURATTIKADU,1,443.0
MUMBAI 400098,1,443.0
Kuthiathode,1,442.0
Town,1,442.0
New Ashok Nagar,1,442.0
SANOOR,1,442.0
Niuland,1,442.0
Nandigama,1,442.0
"Nallapadu, Guntur",1,442.0
Garhshankar,1,442.0
KADAMBATHUR,1,442.0
Thiruvallam,1,442.0
THAZHAKARA,1,442.0
Shirthady,1,442.0
thiruninravur,1,442.0
Bhogapuram,1,442.0
Malapuram,1,442.0
Mailladudurai,1,442.0
NELLORE(dt),1,442.0
"RANIPET, VELLORE",1,442.0
VADAKKANANDAL,1,442.0
Baramkela,1,442.0
TALLAPUDI,1,442.0
NANDI,1,442.0
Naidupeta,1,442.0
Puthukdai,1,442.0
Nagbhid,1,442.0
CHATHANNOOR.,1,442.0
Gautam Budha Nagar,1,442.0
"Kallur,khammam dist",1,442.0
Aralvaimozhi,1,442.0
"CBD Belapur,Navi Mumbai",1,442.0
Thirthahalli,1,442.0
Kekri,1,442.0
"DINHATA , COOCHBEHAR",1,442.0
SINDKHEDA,1,442.0
Mandrem,1,442.0
"POLUR TALUK, THIRUVANAMALAI DISTRICT",1,442.0
Anthiyur,1,442.0
Tindivanam,1,441.0
Mokameh,1,441.0
NAGRI KALAN,1,441.0
Ambedkarnager,1,441.0
SEONI MALWA,1,441.0
Jalandhar City,1,441.0
Kongorpilly,1,441.0
Benaulim,1,441.0
"Kirnahar , birbhum",1,438.0
"marathahalli,bengalore.",1,437.14
medchal,1,437.14
Palakonda/srikakulam(dist),1,437.14
AMGAON,1,437.14
Chhatarpur,1,437.14
GURMATKAL,1,437.14
Peddamaddhuru,1,436.19
Orlim,1,435.0
"Kuttur, thrissur",1,435.0
LABHPUR,1,435.0
Shajahanpur,1,435.0
Tirunelveli-Town,1,435.0
MANIYAR,1,435.0
suryapet,1,435.0
BHANDARA MIDC,1,435.0
HUKERI,1,435.0
nasik,1,435.0
Bangalore 560076,1,435.0
"Champakulam, Alappuzhaa",1,435.0
KAKKANAD,1,435.0
SANDUR,1,435.0
SARIYA,1,435.0
"BALLY, Bally station",1,435.0
BANUMUKKALA,1,435.0
RANIPUR,1,435.0
"Nagercoil, Kanyakumari Dist.,",1,435.0
"Kaghaznagar, 9849771800.",1,435.0
TIRUVARUR,1,435.0
DHARNI,1,435.0
Devdhari,1,435.0
Vikarabad Dist,1,435.0
Modinagar,1,435.0
"Bannanje, UDUPI",1,435.0
Bangaluru,1,435.0
RAIPUR BAZAR,1,435.0
Barabungallow,1,435.0
MARIHAN,1,435.0
MATHIGIRI HOSUR,1,435.0
GARH KAMALPUR,1,435.0
Vakadu(m),1,435.0
Ramdurg - belgavi,1,435.0
Uttarakannada,1,435.0
TODABHIM,1,435.0
Ahmedabad.,1,435.0
Near kaushalya vatika NH2 etawah,1,435.0
JAINOOR,1,435.0
JAIS,1,435.0
MAIHAR satna,1,435.0
dombivli west,1,435.0
TRIVARNDRUM,1,435.0
PORUMAMILLA,1,435.0
Ramgarh Cantt,1,435.0
puducherry,1,435.0
"Urapakkam,Kanchipuram",1,435.0
Garhwa,1,435.0
WILLIAMNAGAR,1,435.0
Dramapur,1,435.0
"Eratupetta,KOTTAYAM(district)",1,435.0
Dombivli west 421202,1,435.0
Eramalloor,1,435.0
BARASat,1,435.0
Pampady,1,435.0
PUVALUR,1,435.0
KHAIRABAD SITAPUR DISTRICT,1,435.0
Sibsagar,1,435.0
"RAJARHAT, KATHGOLA",1,435.0
West Singhbhum,1,435.0
"Thilaspet,Puducherry",1,435.0
KURDUWADI,1,435.0
Paramakudi,1,435.0
JALALPUR,1,435.0
MUNAGALA,1,435.0
Bhokar,1,435.0
VIKRAMASINGAPURAM,1,435.0
THARANGAMBADI,1,435.0
chandausi Dist.Sambhal,1,435.0
"Whitefield, Bangalore",1,435.0
PERAVALI,1,435.0
NANDGAON,1,435.0
pedavegi,1,435.0
VAZHAYUR,1,435.0
"Ettumanoor,Kottayam",1,435.0
NATHAMPANNAI,1,435.0
KONDOTTY,1,435.0
Guntur  district,1,435.0
P.o chettipadi,1,435.0
Palai,1,435.0
alleppey,1,435.0
Neeralagi,1,434.0
Bommuru rajahmundry,1,434.0
Mannar,1,434.0
"Kamatchipuram, Theni",1,432.0
Ballabhgarh,1,432.0
S. A . S Nagar,1,432.0
THAZHECODE,1,432.0
Chikkamagaluru,1,432.0
Chittur Thathamangalam,1,432.0
NEW DELHI 110023,1,432.0
"VASAI west, Palghar district",1,432.0
Nk sweets Vikasnagar,1,432.0
THRIKKARUVA,1,432.0
Miryalaguda,1,432.0
Amlohri,1,432.0
Puducherry 605001,1,432.0
Ootacamund The Nilgiri,1,432.0
LAKHNADON,1,432.0
"Mahad, raigad",1,432.0
Padubidri,1,432.0
RIbandar,1,432.0
AMALNER,1,432.0
Taliegao,1,432.0
MUMMIDIVARAM,1,432.0
MUMBAImumbai,1,432.0
Kovoor,1,432.0
Ateli,1,432.0
Khurja(bulandshar),1,432.0
PUDUPALAYAM AGRAHARAM,1,432.0
PUNE-24,1,431.43
MANDVI,1,431.0
MOHANUR,1,431.0
"Kallambalam ,28th mile vettiyara p.o",1,431.0
Dombiwali,1,431.0
VIRAR.  (w),1,431.0
kangra,1,431.0
Bachupally,1,431.0
Urapakkam West,1,431.0
muppathadam,1,431.0
"Indirapuram , Ghaziabad",1,431.0
Baloh,1,431.0
new panvel,1,429.0
dwarka,1,429.0
BangaLore,1,429.0
Vadanappally,1,429.0
IMPHAL East,1,429.0
"Kakkanad west P.O, Cochin-30",1,429.0
"puthoor ,KOLLAM",1,429.0
CHETTIPALAYAM COIMBATORE DISTRICT,1,429.0
"MAMBAKKAM, CHINGLEPUT DIST",1,429.0
Seraulim,1,429.0
DHULASIMLA,1,429.0
BALIMELA,1,429.0
KOVVURU,1,429.0
Kevadiya,1,428.0
Channagiri,1,427.62
Sidhi,1,427.62
Seraikella,1,427.62
Chinsurah R. S,1,427.0
AFZALGARH,1,427.0
Bhimadole,1,426.0
Convoy ground,1,426.0
MOHAMMADABAD FARRUKHABAD DISTRICT,1,426.0
Danta,2,426.0
churchugundi,1,426.0
TIRUMAKUDAL NARSIPUR,1,426.0
"Poovattuparamba, Perumanna (po)",1,426.0
KOILAKUNTLA,1,426.0
sirsiya,1,425.0
Calcutta,1,424.0
Hansari Jhansi,1,424.0
Gr NOIDA,1,423.0
Grater Noida West,1,423.0
JAT,1,423.0
"SEA WOODS, NAVI MUMBAI",1,423.0
"Clappana, Kollam",1,422.0
"Alwarpet, Chennai",1,422.0
HALDWANI. (District: NAINITAL),1,421.0
SORENG,1,421.0
Thoothukudi 628008,1,420.0
SANGOLE,1,419.0
Bordi,1,419.0
SUKMA,1,418.0
NARASAPUR mandal,1,416.19
Kandukur,1,416.0
"ZIRAKPUR, punjab",1,416.0
GOGUNDA,1,416.0
SULEESWARANPATTI,1,416.0
sangareddy,1,416.0
Bangalore 560062,1,416.0
PAITHAN,1,416.0
Jamtara,1,416.0
Kalarcode,2,416.0
THRITHALA,1,416.0
Samba,1,416.0
Ghaziyabad,1,416.0
NEW DELHI-110015,1,416.0
PANDAVAPURA,1,416.0
AKKALKUWA,1,416.0
AHMEDABAd,1,416.0
"ATMAKUR  (M), Kurnool dist",1,414.29
VANDIPERIYAR,1,414.29
147/19 B Keshab Chandra Sen Street Kolkata nine ma,1,414.29
ANJUNA Bardez Go,1,413.0
"Wadakancheri,Thrissur",1,413.0
"RAIGARH, Navi Mumbai",1,413.0
Moti Bhoyan,1,413.0
Vizianagaram a,1,411.43
"Perunna, changanacherry, kottayam",1,406.0
Nilje Dombivli East,1,406.0
VANIYAMBADI,1,406.0
VADODARA 390019,1,406.0
Edathiruthy,1,406.0
Patti,1,406.0
My Home Industries Pvt Ltd,1,405.0
DHARMARAM KARIMNAGAR DISTRICT,1,405.0
Talcher,1,405.0
WARANGAL rural,1,405.0
"Kotra Road ,Raigarh",1,403.81
Gundimeda,1,399.0
Thergaon,1,399.0
Changanacheri,1,399.0
UNDI,1,399.0
Ramgarh canttoment,1,399.0
Kannad,1,399.0
"Kanke, Ranchi",1,399.0
"Nagaon , North Haibourgaon",1,399.0
Irakasandra,1,399.0
kelveroad,1,399.0
mulund west,1,399.0
NAYA NANGAL,2,399.0
Mahilpur,1,399.0
Bargarh,1,399.0
"Vandipettai, Kurukupuram, Rasipuram, Namakkal",1,399.0
JAMJODHPUR,1,399.0
Sarvabhoumnagar  chikalsandra  BENGALURU,1,399.0
AKOLE AHMADNAGAR DISTRICT,1,399.0
RIICO INDUSTRIAL AREA GUDLI,1,399.0
BASUDEBPUR/bhadrak,1,399.0
Nayagaon,2,399.0
UTHUKULI,1,399.0
"Chandkheda, ahmedabad",1,399.0
"Madikeri,KODAGU.",1,399.0
"KOTHRI, Sehore",1,399.0
KOTHRI,2,399.0
Thane (W),1,399.0
Thana,1,399.0
barh,1,399.0
BARH,1,399.0
Nashik road,1,399.0
"Gokarna,Kandi, Murshidabad",1,399.0
KANAKAMMACHATHRAM,1,399.0
Nermand,1,399.0
Nellore dist.,1,399.0
DHUBULIA,1,399.0
DUGDA,1,399.0
Tarbha,1,399.0
Thane mumbai,1,399.0
KOTHAVALASA,1,399.0
"Madhu Vihar, Lucknow Kanpur Highway",1,399.0
BALLIKURAVA,1,399.0
PAURI garhwal,1,399.0
NEW DELHI 110045,1,399.0
MOODBIDRI,1,399.0
Kazipet,1,399.0
"Kayamkulam,Alappuzha",1,399.0
BARAPALI,1,399.0
MIRZAPUR CHITAVANPUR,1,399.0
Sant kabirnagar.,1,399.0
Sangli Miraj Kupwad,1,399.0
mahasamund,1,399.0
Ambernath East Dist Thane,1,399.0
PALAKURTHY,1,399.0
Sivsaghr,1,399.0
Siriyasar Kalan ka baas,1,399.0
Goalghar port blair,1,399.0
Khamgaon,1,399.0
Khagaria,1,399.0
MALKAPUR BULDANA DISTRICT,1,399.0
KALLAKUDI,1,399.0
KALKULAM,1,399.0
KALYAN (WEST),1,399.0
ARAMBAGH,1,399.0
CHEPPAD,1,399.0
Tamluk,1,399.0
DWARAKA TIRUMALA,1,399.0
PATTAMBI PALAKKAD,1,399.0
PATODA,1,399.0
North 24 Parganas,1,399.0
Badmal,1,399.0
Bajpe,1,399.0
PARAPPANANGADI,1,399.0
WALAJABAD,1,399.0
"BUDAMANGALAM , THIRUVARUR DISTRICT",1,399.0
"Bachupally, Hyderabad",1,399.0
Neelipudi,1,399.0
Chennai - 8,1,399.0
UJHANI,1,399.0
KODARMA,1,399.0
KOLKATA  39,1,399.0
UDUMALPET,1,399.0
DHANA,1,399.0
DAVANGERE-577004,1,399.0
Thrikakara,1,399.0
DERAPUR,1,399.0
Thiruvanamalai,1,399.0
KHATAV,1,399.0
Pachwad Tal Wai District Satara,1,399.0
Pariyaram,1,399.0
"Raibander, old goa",1,399.0
Rahuri,1,399.0
Sangameshwar,1,399.0
"Devgad, Sindhudurg",1,399.0
Deralakatte,1,399.0
TIRUTANI,1,399.0
NADUVANERI,1,399.0
Panchgram,1,399.0
Panathur,1,399.0
TRIMBAK,1,399.0
Deganga,1,399.0
RAEBARELI,1,399.0
Musheerabad,1,399.0
"Dombivali (East), Thane",1,399.0
CHARAMA,1,399.0
MADURAI- 625004,1,399.0
Pune.,1,399.0
SAKALDIHA,1,399.0
PARAMATHI,1,399.0
Nallasopara(west),1,399.0
Nalbari,1,399.0
nanded,1,399.0
POLUR Tiruvannamalai,1,399.0
Vilanthai Andimadam(po),1,399.0
Banbasa,1,399.0
Kovilpatti,1,399.0
PIMPRI,1,399.0
Mundra,1,399.0
Mundiyeruma,1,399.0
"SION , MUMBAI",1,399.0
Jetpur,1,399.0
Jorhat Town,1,399.0
KADIPUR,1,399.0
"Chembur, MUMBAI",1,399.0
"Chembur , mumbai",1,399.0
Shivpuri,1,399.0
"Howrah, Liluah",1,399.0
"Medipally ,Hyderabad",1,399.0
Alapuzhya,1,399.0
BHITARWAR,1,399.0
Kinathukadavu,1,399.0
DHATRIGRAM,1,399.0
KARUPPUR,1,399.0
KATAIYA Gopalganj,1,399.0
KANTABANJI,1,399.0
CUTTACK - 14,1,399.0
RATANPUR,1,399.0
"Kompally, HYDERABAD",1,399.0
"Kolkata, India",1,399.0
Ramapuram Chennai,1,399.0
THIRUVANANTHAPURAM 1,1,399.0
EAST SINGHBHUM,1,399.0
BAMORA,1,399.0
"GUWAHATI, noonmati",1,399.0
Marteru,1,399.0
Alamcode,1,399.0
Mirzapur,1,399.0
"MARATHAKKARA, Thrissur",1,399.0
MANWATH,1,399.0
"Polur,Thiruvannamalai district",2,399.0
"Pollachi, Coimbatore",1,399.0
JUNGLIGHAT,1,399.0
Jattari,1,399.0
NICHLAUL,1,399.0
Kalladikkode,1,399.0
Sundargarh,1,399.0
Mahendragarh,1,399.0
Malegaon,1,399.0
Nizambadh,1,399.0
BADNAPUR,1,399.0
Mehkar,1,399.0
RAJBALHAT,1,399.0
BHUBANESHWAR,1,399.0
BHOR,1,399.0
Nandigram,1,399.0
BHATGAON,1,399.0
Abhayapuri,1,399.0
SAUNDA,1,399.0
Krishnagiri,1,399.0
Pimpri Chinchawad,1,399.0
Vijayanagaram,1,399.0
Vidyanagar,1,399.0
SADABAD,1,399.0
ERAMALA,1,399.0
Bilimora,1,399.0
P.GANNAVARAM MANDAL,1,399.0
"OLD GOA, North Goa District",1,399.0
Nungabakam CHENNAI,1,399.0
North lakhimpur,1,399.0
salcete,1,399.0
NILAGIRI,1,399.0
Bhusawal,1,399.0
Bhuj,1,399.0
NILAKKOTTAI,1,399.0
"NOIDA, Sec -44",1,399.0
"Elettil vattoli,kozhikode",1,399.0
Jamuria,1,399.0
"JATANI, Bhubaneswar",1,399.0
MAKTHAL,1,399.0
Rajakkad,1,399.0
GREATER NOIDA (WEST),1,399.0
Kurseong,1,399.0
Kurmannapalem,1,399.0
Poovachal PO,1,399.0
TALCHER THERMAL POWER STATION TOWNSHIP,1,399.0
GHOGHARDIHA,1,399.0
GHAZIABADSahibabad,2,399.0
Pulivendhula,1,399.0
Pulimath kilimanoor,1,399.0
"Pujali,Budge Budge",1,399.0
JARWAL,1,399.0
chembur mumbai,1,399.0
Bhayander East,1,399.0
VILLUPURAM.,1,399.0
LUDHIANAludhiana,1,399.0
Vedasandur,1,399.0
Ettaiyapuram,1,399.0
Mulakalapally mandl,1,399.0
PIMPRI pune,1,399.0
"LONI, ghaziabad",1,399.0
Lahar,1,399.0
Ladwa state- kurukshetra,1,399.0
"Argul, Khordha",1,399.0
Kanhirode,1,399.0
"Paras,akola",1,399.0
MURSAN,1,399.0
Bangluru,1,399.0
"MAINAGURI, Jalpaiguri",1,399.0
GULEDGUDDA,2,399.0
new chandigarh,1,399.0
Elanji P.O,1,399.0
Greater NOIDA (West),1,399.0
Kapikad kinnigoli,1,399.0
Kancheepuram,1,399.0
Kanagal,1,399.0
Kamrup,1,399.0
Razam,1,399.0
Ratia,1,399.0
Ratanpota,1,399.0
Rashid Market,1,399.0
"TALCHER,angul",1,399.0
RAJARHAT,1,399.0
RAISINGHNAGAR,1,399.0
"Contai, East Medinipur",1,399.0
UDANGUDI,1,399.0
UDALA,1,399.0
"Makhla, Uttarpara, Hooghly",1,399.0
BHAYANDER EAST,1,399.0
BENIPATTI,1,399.0
Beas,1,399.0
Pimpri pune,1,399.0
Vasai(west),1,399.0
Barasst,1,399.0
Kashipur,1,399.0
Kashimnagar,1,399.0
Chinnamandeam,1,399.0
HARDOIHardoi,1,399.0
KILVELUR,1,399.0
Purusottampur,1,399.0
BHAWAN BAHADUR NAGAR,1,399.0
BENGALURU; 560047,1,399.0
Zuari nagar,1,399.0
BELIATORE,1,399.0
NATHAM,1,399.0
Mendhar,1,399.0
Sehore,1,399.0
"Vashi, Navi Mumbai",1,399.0
Chapra,1,399.0
Motebennur,1,399.0
GANGUVARPATTI,1,399.0
"Pimpri,Pune",1,399.0
Patiram,1,399.0
Khirai,1,399.0
"Gurgaon,Delhi",1,399.0
"Chovva,kannur",1,399.0
Chikode,1,399.0
BAHADARABAD,1,399.0
KONNI,1,399.0
NARNAUND,1,399.0
kayamkulam,1,399.0
"Bhandup (west), Mumbai - 400078",1,397.0
Vijaypur,1,397.0
Dumraon,1,396.0
MUMBAI 400071,1,396.0
"jabalpur, madhya pradesh",1,389.0
(Chikmagalur disterict).     (N.R pur thaluku),1,389.0
Tiruvannamalai Dt,1,389.0
MAPUSA - nachinola,1,388.0
PALLANA GARI PALLI,1,388.0
Silvass,1,388.0
SHAHABAD,1,388.0
RAMANUJGANJ,1,387.0
BAIRGANIA,1,387.0
"New Panvel, RAIGARH",1,387.0
Tal -newasa Dist- ahmednagar,1,387.0
RANNI,1,387.0
VIRAR (W),1,387.0
Mangon,1,387.0
Ghatampur,1,387.0
Mendipathar,1,387.0
"TAKHATPUR,Dist - Bilaspur",1,387.0
Farakka,1,387.0
Rishikesh,1,387.0
Mumbai's,1,387.0
ARKALGUD,1,387.0
Deralakatte/ Mangalore,1,387.0
KANNAMANGALAM,1,386.0
"RUDRARAM, Hyderabad",1,386.0
Koothattukulam,1,385.71
RAIGHAR,1,385.0
Kuzhupilly,1,385.0
SILAPATHAR,1,385.0
BARA GAON,1,385.0
Gaur City 1,1,385.0
Muddanur,1,383.0
JADUGORA,1,383.0
PIRAWA,1,383.0
PARIYARAM,1,382.0
VASAI West (Mumbai),1,382.0
LADWA,1,382.0
Roha,1,382.0
Borivali West MUMBAI,1,382.0
Kallakuruchi,1,382.0
THIRUMALAIRAYAN PATTINAM,1,382.0
Koramangala Bangalore,1,382.0
Banthra,1,382.0
ERODEErode,1,382.0
MOHPA,1,382.0
Chandapura,1,382.0
BHIKHIWIND,1,382.0
BENGALURU-560098,1,382.0
KALYAN DOMBIVLI,1,382.0
SERAMPORE (HOOGHLY),1,382.0
jalgaon,1,382.0
"BARH, PATNA",1,382.0
Singaperumal koil,1,382.0
PAPPARAPATTI DHARMAPURI DISTRICT,1,382.0
Ghaziabad up,1,382.0
MADURAi,1,382.0
"Badlapur , Thane",1,382.0
SINDAGI,1,382.0
Nilambur kalikavu,1,382.0
Aburoad,1,382.0
Madanganj Kishangarh,1,382.0
SRIPERUMBUDUR pH:9944226768,1,382.0
JAMBAI,1,382.0
PATHANAMTHITTA District,1,382.0
Dombiwali (e),1,382.0
Kalliasseri,1,382.0
"chekkanoorani, madurai",1,382.0
Palakkarai,1,382.0
Allapuzha,1,382.0
MUL,1,382.0
KEMRI,1,382.0
MUTHUKADU,1,381.0
madavoor pallikkal,1,380.0
ATUL dist. Valsad,1,380.0
Sanvordem,1,380.0
Athani,1,380.0
"Chrompet, Chennai",1,380.0
KOTESHWAR,1,380.0
BANDHBAHAL,1,380.0
Okhaport,1,380.0
Vapi,1,380.0
VPO RAUNI,1,380.0
Bengaluru 560020,1,380.0
Sujangarh,1,380.0
MULUR,1,380.0
KANDRA,1,380.0
BENGALOORU,1,379.0
BENGALURU RURAL DIST,1,379.0
KALAMASSERYcochin,1,379.0
"Armori, Dist. Gadchiroli",1,379.0
NARKATIA,1,379.0
PADNE,1,379.0
HASTINAPUR,2,379.0
GORUMAHISANI,1,379.0
PARLI,1,377.14
TEKKALI,1,377.0
Tanaloor,1,376.0
VALAVANUR,1,376.0
CHEBROLE KHANDRIKA,1,376.0
ALNAVAR,1,376.0
MELPATTAMPAKKAM,1,376.0
Miryagudem,1,376.0
Aluva-2,1,376.0
PERALAM,1,376.0
BAKANI,1,376.0
KALYAN (East),1,376.0
NEW DELHIs,1,376.0
SPSR Nellore district,1,376.0
Bhojipura,1,376.0
VIRAR East.,1,376.0
MALAD WEST,1,376.0
GREATER NOIDA west,1,376.0
Kuttipuram MALAPPURAM DISTRICT,1,376.0
Bangalore North,1,376.0
EDATHIRINJI,1,376.0
VATAKARA,1,376.0
"RAGHUNATHPUR, Purulia",1,376.0
GMR POWER PLANT KMALANGA TOWNSHIP,1,376.0
Ravet pune,1,376.0
"Mudichur,chennai",1,376.0
Savlem pilerne,1,376.0
PUDUKAD,1,376.0
Kamalapuram,1,376.0
Kanjikkuzhi,1,376.0
Infront of power house bidhuna,1,376.0
Kolkata 700039,1,376.0
Koippad Chathannoor,1,376.0
CHENANI,1,376.0
"THIRUVALLA , Pathanamthitta (District)",1,376.0
"Borivali West, Mumbai",1,376.0
SWAMIMALAI,1,376.0
SOLAMADEVI TIRUPPUR DISTRICT,1,376.0
Bhubaneshwar,1,376.0
Belgharia Nimta,1,376.0
Panitola,1,376.0
"Puliyampettai, THIRUPUVANAM THANJAVUR DISTRICT",1,376.0
"TA-idar,village- kadiyadara",1,376.0
JASPUR,1,376.0
PARIA,1,376.0
CHAMPA,1,376.0
CHOGAWAN,1,376.0
"Urappakkam,chennai",1,376.0
"kadugodi, Whitefield, Bengaluru",1,376.0
PIDUGURALLA,1,376.0
TILDA,1,376.0
"Vyara, Tapi",1,376.0
PUNE-411062,1,376.0
Payambra,1,376.0
Opposite to Sri mookambika Temple kollur,1,376.0
HOSUR / KRISHNAGIRI DISTRICT,1,376.0
NAZERATH,1,376.0
YAWAL,2,376.0
"hyderabad, rangareddy .",1,376.0
"Medchal district, shamirpet mondal. Hyderabad",1,376.0
RAJURA,1,376.0
Mellacheruv,1,376.0
Theni district,1,376.0
"Thane, diva",1,376.0
Hms colony Madurai,1,376.0
KARTARPUR,1,376.0
"BODINAYAKANUR, theni dt",1,376.0
MIRANPUR,1,376.0
KUNDARKI,1,376.0
PALLIKKAL,1,376.0
CHHACHHRAULI,1,376.0
BISALPUR,1,376.0
BANGALORE CITY 560002,1,376.0
Alaipur,1,376.0
Gautam Budh Nagar,1,376.0
Akbarpur,1,376.0
Kattangal,1,376.0
MAHAGMA,1,376.0
Dhuliyan,1,376.0
Raghunalhi BCMC layout,1,376.0
Chandil,1,376.0
DHARIWAL. Teh & Distt Gurdaspur,1,376.0
Mehidpur road,1,376.0
KASBA,1,376.0
sillod,1,376.0
NAGPUR.,1,376.0
RANIA,1,376.0
nipani,1,376.0
DARSI,1,376.0
Yernagudem,1,376.0
madanapalle,1,375.0
Khandapara,1,375.0
BETALBATIM,1,375.0
Dombivli east Thane,1,375.0
"Vazhakkala  , kochi",1,375.0
"Borivali-west, MUMBAI",1,373.0
NOIDA extension,1,373.0
Arvi,2,373.0
NAVI MUMBAi,1,373.0
"BHILAI-490006, DISTRICT -DURG ,",1,373.0
AMRITsar,1,372.0
MEDZIPHEMA,1,371.0
Thane(W),1,371.0
Chirang,1,369.0
"T.Vadipatti,Madurai",1,369.0
"AWALPUR, dist Chandrapur",1,368.57
JHAJJar,1,368.57
vijapur,1,368.0
"Medavakkam, Chennai",2,368.0
bilaspur,1,368.0
Ganapavaram,1,368.0
"Dwarka, Sector - 22",2,368.0
JHAKHRI,1,368.0
CHENNAI600031,1,368.0
Taj Nagri phase 2  Agra,1,368.0
RAJGARH,1,368.0
Silliguri,1,368.0
KHARGUPUR,1,368.0
"Madhapur, Hyderabad",1,365.0
nagercoil,1,364.0
Gudiyatham,1,364.0
Cherupuzha,1,364.0
VASAI VIRAR virar west,1,364.0
PONNERI tk,1,364.0
KalasaLingam University,1,364.0
"Kakkanad,ernakulam",1,363.0
PARAMATHY VELUR,1,363.0
Manglore,1,363.0
Kachhrahwa tola,1,363.0
BANAPUR,1,363.0
Dobiwali,1,363.0
THIRUVIDAIMARUDUR,1,363.0
JOGULAMBA GADWAL District,1,363.0
INDRAPURI,1,363.0
INDERAVELLY,1,363.0
"Atmakur, MANGALAGIRI",1,363.0
JSPL TOWN ANUGUL TOWNSHIP,1,363.0
"Kadri, Mangaluru, Dakshina Kannada (D)",1,363.0
Tiruvalla,1,363.0
SATYAVEDU mandal,1,363.0
Tirunelvelli Dist,1,363.0
Nedumangad,1,363.0
Malkapur Dist: Buldhana,1,362.0
THANE bhayanderwest,1,362.0
DHUPGURI,1,362.0
"Kornepadu, GUNTUR",1,362.0
Kolkata 700145,1,361.9
"Nilambur P O , Malappuram",1,360.95
AKLUJ,1,360.95
BHEL HARIDWAR,1,360.0
PERUNDURAI,1,359.0
Tathawade  pune,1,359.0
Dornakal,1,359.0
Sathyamangalam,1,359.0
CHENNAI.,1,359.0
L.N.D Peta (Lakshmi Narayana Devi Peta),1,359.0
Mannarkkad,1,359.0
KALUGUMALAI,1,359.0
T.NARASAPURAM mandalam,1,359.0
KIRTINAGAR,1,359.0
Badkulla,1,359.0
GUWAHATI 5,2,359.0
KANDHAR,1,359.0
QUTUBULLAPUR,1,358.1
BANDARULANKA,1,358.1
Khusrupur,1,357.0
attingal,1,357.0
ALAMCODE Vanchiyoor THIRUVANANTHAPURAM DISTRICT,1,357.0
Jhabua,1,357.0
AHERI,1,357.0
MELLAHALLI,1,357.0
MUTTUKURU,1,357.0
jharsuguda,1,357.0
DOSTPUR,1,357.0
DAURALA,1,357.0
NAUBATPUR,1,357.0
Dakshina kannada,1,357.0
Neemkathana sikar,1,357.0
Suratgarh,1,357.0
KALA AMB,1,357.0
HOSAPETEBellary,1,357.0
Bonaigarh,1,357.0
Dattapur Dhamangaon,1,357.0
Ponjassery perumbavoor,1,357.0
MACHHLISHAHR,1,357.0
Pimpri gav,1,357.0
JAITU,1,357.0
Kuttemperoor,1,357.0
CHHAPRAULI,1,356.0
GOGIPETH,1,355.0
Kondepi,1,355.0
"VENGOLA, Perumbavoor",1,353.0
"Kulayankarisal,Thoothukudi District",1,353.0
Banaganapalli,1,353.0
CHIRAYINKEEZHU,1,353.0
"BIT Campus Mesra, Ranchi",1,353.0
MECHERI,1,353.0
chentrappinni,1,353.0
near vighnaharta ganesh mandir,1,353.0
KALGHATGI,1,353.0
"Srirama colony, Armur",1,353.0
